ID;TITLE;YEAR;KEY;PUBLISHED INTO;PUBLICATION TYPE;BIBTEX;DATABASE;TYPE OF CONTRIBUTION;ABSTRACT;TREND;LLM ITERACTION;CONTEXTUAL INFO;APPROACH;SCOPE;FOCUS;BENCHMARK;LLMs USED;EVALUATION METRIC;TOOL
P001;A Survey of Testing Techniques Based on Large Language Models;2024.0;QiFeiICCMT2024;C: ICCMT;Conference;"@InProceedings{QiFeiICCMT2024,
author = {Qi, Fei and Hou, Yingnan and Lin, Ning and Bao, Shanshan and Xu, Nuo},
booktitle = {Proceedings of the 2024 International Conference on Computer and Multimedia Technology},
series = {ICCMT '24},
title = {A Survey of Testing Techniques Based on Large Language Models},
year = {2024},
volume = {},
ISSN = {},
pages = {280--284},
doi = {10.1145/3675249.3675298},
url = {https://doi.org/10.1145/3675249.3675298},
publisher = {Association for Computing Machinery},
address = {Sanming, China},
month = {}}";Orig;Survey;With the development of software testing technology, Large Language Model (LLM) driven testing method have gradually become an emerging trend in the field of software testing. This paper presents a comprehensive review of LLM-based testing techniques. The results of 19 studies using LLM to optimize testing techniques are analyzed from the perspective of software testing. This paper discusses in detail how to use LLM to optimize test techniques for generating automated test code and generating diverse input in software test tasks. It also summarizes the challenges and opportunities faced by this field. The above conclusions can identify the shortcomings of LLM-based software testing technology and the direction of future research.;Reflections;;;;;;No Bmk-Ds;;No Eval.;
P002;Software Testing with Large Language Models: Survey, Landscape, and Vision;2024.0;WangTSE2024;J: TSE;Journal;"@article{WangTSE2024,
author = {Wang, Junjie and Huang, Yuchao and Chen, Chunyang and Liu, Zhe and Wang, Song and Wang, Qing},
journal = {IEEE Transactions on Software Engineering},
title = {Software testing with large language models: Survey, landscape, and vision},
year = {2024},
volume = {50},
ISSN = {},
pages = {911--936},
doi = {10.1109/TSE.2024.3368208},
url = {https://doi.org/10.1109/TSE.2024.3368208},
publisher = {IEEE Computer Society}}";Orig;Survey;"Pre-trained large language models (LLMs) have recently emerged as a breakthrough technology in natural language
processing and artificial intelligence, with the ability to handle large-scale datasets and exhibit remarkable performance across a wide
range of tasks. Meanwhile, software testing is a crucial undertaking that serves as a cornerstone for ensuring the quality and reliability
of software products. As the scope and complexity of software systems continue to grow, the need for more effective software testing
techniques becomes increasingly urgent, making it an area ripe for innovative approaches such as the use of LLMs. This paper provides
a comprehensive review of the utilization of LLMs in software testing. It analyzes 102 relevant studies that have used LLMs for software
testing, from both the software testing and LLMs perspectives. The paper presents a detailed discussion of the software testing tasks for
which LLMs are commonly used, among which test case preparation and program repair are the most representative. It also analyzes
the commonly used LLMs, the types of prompt engineering that are employed, as well as the accompanied techniques with these LLMs.
It also summarizes the key challenges and potential opportunities in this direction. This work can serve as a roadmap for future research
in this area, highlighting potential avenues for exploration, and identifying gaps in our current understanding of the use of LLMs in
software testing.";Reflections;;;;;;No Bmk-Ds;;No Eval.;
P003;An Empirical Evaluation of Using Large Language Models for Automated Unit Test Generation;2023.0;SchaferTSE2024;J: TSE;Journal;"@article{SchaferTSE2024,
author = {Schäfer, Max and Nadi, Sarah and Eghbali, Aryaz and Tip, Frank},
journal = {IEEE Transactions on Software Engineering},
title = {An Empirical Evaluation of Using Large Language Models for Automated Unit Test Generation},
year = {2024},
volume = {50},
ISSN = {},
pages = {85--105},
doi = {10.1109/TSE.2023.3334955},
url = {https://doi.org/10.1109/TSE.2023.3334955},
publisher = {IEEE Computer Society}}";Orig;New Method/Tool;"Unit tests play a key role in ensuring the correctness of software. However, manually creating unit tests is a laborious task,
motivating the need for automation. Large Language Models (LLMs) have recently been applied to various aspects of software
development, including their suggested use for automated generation of unit tests, but while requiring additional training or few-shot
learning on examples of existing tests. This paper presents a large-scale empirical evaluation on the effectiveness of LLMs for
automated unit test generation without requiring additional training or manual effort. Concretely, we consider an approach where the
LLM is provided with prompts that include the signature and implementation of a function under test, along with usage examples
extracted from documentation. Furthermore, if a generated test fails, our approach attempts to generate a new test that fixes the
problem by re-prompting the model with the failing test and error message. We implement our approach in TESTPILOT, an adaptive
LLM-based test generation tool for JavaScript that automatically generates unit tests for the methods in a given project’s API.
We evaluate TESTPILOT using OpenAI’s gpt3.5-turbo LLM on 25 npm packages with a total of 1,684 API functions. The generated
tests achieve a median statement coverage of 70.2% and branch coverage of 52.8%. In contrast, the state-of-the feedback-directed
JavaScript test generation technique, Nessie, achieves only 51.3% statement coverage and 25.6% branch coverage. Furthermore,
experiments with excluding parts of the information included in the prompts show that all components contribute towards the
generation of effective test suites. We also find that 92.8% of TESTPILOT’s generated tests have ≤ 50% similarity with existing tests (as
measured by normalized edit distance), with none of them being exact copies. Finally, we run TESTPILOT with two additional LLMs,
OpenAI’s older code-cushman-002 LLM and StarCoder, an LLM for which the training process is publicly documented. Overall, we
observed similar results with the former (68.2% median statement coverage), and somewhat worse results with the latter (54.0%
median statement coverage), suggesting that the effectiveness of the approach is influenced by the size and training set of the LLM,
but does not fundamentally depend on the specific model.";Unit Test Generation;Pure Prompting;None;Tool/Framework;Functional;Code/Procedure;Other;GPT-family;Test Coverage, %/Nº Test Pass/Fail, Other;TestPilot
P004;Are We Testing or Being Tested? Exploring the Practical Applications of Large Language Models in Software Testing;2024.0;SantosICST2024;C: ICST;Conference;"@InProceedings{SantosICST2024,
author = {Santos, Robson and Santos, Italo and Magalhaes, Cleyton and de Souza Santos, Ronnie},
booktitle = {2024 IEEE Conference on Software Testing, Verification and Validation (ICST)},
series = {ICST '24},
title = {Are We Testing or Being Tested? Exploring the Practical Applications of Large Language Models in Software Testing},
year = {2024},
volume = {},
ISSN = {},
pages = {353--360},
doi = {10.1109/ICST60714.2024.00039},
url = {https://doi.org/10.1109/ICST60714.2024.00039},
publisher = {IEEE Computer Society},
address = {Toronto, Canada},
month = {}}";Orig;Survey;"A Large Language Model (LLM) represents a
cutting-edge artificial intelligence model that generates coherent
content, including grammatically precise sentences, human-like
paragraphs, and syntactically accurate code snippets. LLMs can
play a pivotal role in software development, including software
testing. LLMs go beyond traditional roles such as requirement
analysis and documentation and can support test case generation,
making them valuable tools that significantly enhance testing
practices within the field. Hence, we explore the practical
application of LLMs in software testing within an industrial
setting, focusing on their current use by professional testers. In
this context, rather than relying on existing data, we conducted
a cross-sectional survey and collected data within real working
contexts—specifically, engaging with practitioners in industrial
settings. We applied quantitative and qualitative techniques to
analyze and synthesize our collected data. Our findings demonstrate
that LLMs effectively enhance testing documents and
significantly assist testing professionals in programming tasks
like debugging and test case automation. LLMs can support
individuals engaged in manual testing who need to code. However,
it is crucial to emphasize that, at this early stage, software testing
professionals should use LLMs with caution while well-defined
methods and guidelines are being built for the secure adoption
of these tools.";Reflections;;;;;;No Bmk-Ds;;Other;-
P005;Automated Unit Test Improvement using Large Language Models at Meta;2024.0;AlshahwanFSE2024;C: FSE;Conference;"@InProceedings{AlshahwanFSE2024,
author = {Alshahwan, Nadia and Chheda, Jubin and Finogenova, Anastasia and Gokkaya, Beliz and Harman, Mark and Harper, Inna and Marginean, Alexandru and Sengupta, Shubho and Wang, Eddy},
booktitle = {Companion Proceedings of the 32nd ACM International Conference on the Foundations of Software Engineering},
series = {FSE 2024},
title = {Automated Unit Test Improvement using Large Language Models at Meta},
year = {2024},
volume = {},
ISSN = {},
pages = {185--196},
doi = {10.1145/3663529.3663839},
url = {https://doi.org/10.1145/3663529.3663839},
publisher = {Association for Computing Machinery},
address = {Porto de Galinhas, Brazil},
month = {}}";Orig;New Method/Tool;"This paper describes Meta’s TestGen-LLM tool, which uses LLMs
to automatically improve existing human-written tests. TestGen-
LLM verifies that its generated test classes successfully clear a set
of filters that assure measurable improvement over the original
test suite, thereby eliminating problems due to LLM hallucination.
We describe the deployment of TestGen-LLM at Meta test-a-thons
for the Instagram and Facebook platforms. In an evaluation on
Reels and Stories products for Instagram, 75% of TestGen-LLM’s
test cases built correctly, 57%/Nº Test Pass/Failed reliably, and 25% increased
coverage. During Meta’s Instagram and Facebook test-a-thons, it
improved 11.5% of all classes to which it was applied, with 73% of
its recommendations being accepted for production deployment
by Meta software engineers. We believe this is the first report on
industrial scale deployment of LLM-generated code backed by such
assurances of code improvement.";Test Augmentation or Improvement;Pure Prompting;None;Tool/Framework;Functional;Code/Procedure;No Bmk-Ds;N/S;Test Coverage, %/Nº Compile-Build, %/Nº Test Pass/Fail;TestGen-LLM
P006;Automatic Generation of Test Cases based on Bug Reports: a Feasibility Study with Large Language Models;2024.0;PleinICSE2024;C: ICSE;Conference;"@InProceedings{PleinICSE2024,
author = {Plein, Laura and Ouédraogo, Wendkuuni C. and Klein, Jacques and Bissyandé, Tegawendé F.},
booktitle = {Proceedings of the 2024 IEEE/ACM 46th International Conference on Software Engineering: Companion Proceedings},
series = {ICSE-Companion '24},
title = {Automatic Generation of Test Cases based on Bug Reports: a Feasibility Study with Large Language Models},
year = {2024},
volume = {},
ISSN = {},
pages = {360--361},
doi = {10.1145/3639478.3643119},
url = {https://doi.org/10.1145/3639478.3643119},
publisher = {Association for Computing Machinery},
address = {Lisbon, Portugal},
month = {}}";Orig;Evaluation;Software testing is a core discipline in software engineering where  a large array of research results has been produced, notably in the area of automatic test generation. Because existing approaches produce test cases that either can be qualified as simple (e.g., unit tests) or that require precise (and executable) specifications, most testing procedures still rely on test cases written by humans to form development project test suites. Such test suites, however, are incomplete: they only cover parts of the project or they are produced after the bug is fixed and therefore can only serve as regression tests. Yet, several research challenges, such as automatic program repair, and practitioner processes, such as continuous integration, build on the assumption that available test suites are sufficient. There is thus a need to break existing barriers in automatic test case generation. While prior work largely focused on random unit testing inputs, we propose to consider generating test cases that realistically represent complex user execution scenarios, which reveal buggy behaviour. Such scenarios are informally described in bug reports, which should therefore be considered as natural inputs for specifying bug-triggering test cases. In this work, we investigate the feasibility of performing this generation by leveraging large language models (LLMs) and using bug reports as inputs. Our experiments consider various settings, including the use of ChatGPT, as an online service for accessing an LLM, as well as CodeGPT, an existing code-related pre-trained LLM that was fine-tuned for our task. Our study is carried out on the Defects4J dataset. Overall, we experimentally show that bug reports associated to up to 50% of Defects4J bugs can prompt ChatGPT to generate an executable test case. We show that even new bug reports (i.e., previously-unseen data to mitigate data leakage threat to validity), can indeed be used as input for generating the executable test cases. Finally, we report experimental results which confirm that LLM-generated test cases are immediately useful in software engineering tasks such as fault localization as well as patch validation in automated program repair.;Unit Test Generation;Pure Prompting;None;Tool/Framework;Functional;Code/Procedure;Defects4J;GPT-family;Other, %/Nº Test Run;-
P007;Beyond Turing- Testing LLMs for Intelligence;2024.0;SavageCACM2024;J: CACM;Other;"@article{SavageCACM2024,
author = {Savage, Neil},
journal = {Communications of the ACM},
title = {Beyond Turing: Testing LLMs for Intelligence},
year = {2024},
volume = {67},
 number = {9},
ISSN = {},
pages = {10--12},
doi = {10.1145/3673427},
url = {https://doi.org/10.1145/3673427},
publisher = {Association for Computing Machinery}}";Orig;New Method/Tool;;Reflections;;;;;;;;No Eval.;
P008;Can Large Language Models Write Good Property-Based Tests?;2024.0;VikramArXiv2024;arXiv;arXiv;"@misc{VikramArXiv2024,
title = {{Can Large Language Models Write Good Property-Based Tests?}},
author = {Vikram, Vasudev and Lemieux, Caroline and Sunshine, Joshua and Padhye, Rohan},
archivePrefix = {arXiv Preprint},
year = {2024},
publisher = {arXiv},
doi = {10.48550/arXiv.2307.04346},
url = {https://doi.org/10.48550/arXiv.2307.04346}}";Orig;New Method/Tool;"Property-based testing (PBT), while an established technique in the software testing research community, is still relatively underused in real-world software. Pain points in writing property-based tests include implementing diverse random input generators and thinking of meaningful properties to test. Developers, however, are more amenable to writing documentation; plenty of library API documentation is available and can be used as natural language specifications for PBTs. As large language models (LLMs) have recently shown promise in a variety of coding tasks, we investigate using modern LLMs to automatically synthesize PBTs using two prompting techniques. A key challenge is to rigorously evaluate the LLM-synthesized PBTs. We propose a methodology to do so considering several properties of the generated tests: (1) validity, (2) soundness, and (3) property coverage, a novel metric that measures the ability of the PBT to detect property violations through generation of property mutants. In our evaluation on 40 Python library API methods across three models (GPT-4, Gemini-1.5-Pro, Claude-3-Opus), we find that with the best model and prompting approach, a valid and sound PBT can be synthesized in 2.4 samples on average. We additionally find that our metric for determining soundness of a PBT is aligned with human judgment of property assertions, achieving a precision of 100% and recall of 97%. Finally, we evaluate the property coverage of LLMs across all API methods and find that the best model (GPT-4) is able to automatically synthesize correct PBTs for 21% of properties extractable from API documentation.";Unit Test Generation;Pure Prompting;None;Tool/Framework;Functional;Code/Procedure;Other;Gemini, GPT-family, Claude-family;Test Coverage, Mutation Rate, %/Nº Compile-Build, Other;-
P009;exLong: Generating Exceptional Behavior Tests with Large Language Models;2025.0;ZhangICSE2025;C: ICSE;Conference;"@InProceedings{ZhangICSE2025,
author = {Zhang, Jiyang and Liu, Yu and Nie, Pengyu and Li, Junyi Jessy and Gligoric, Milos},
booktitle = {Proceedings of the 47th International Conference on Software Engineering},
series = {ICSE '25},
title = {exLong: Generating Exceptional Behavior Tests with Large Language Models},
year = {2025},
volume = {},
ISSN = {},
pages = {1462--1474},
doi = {10.1109/ICSE55347.2025.00176},
url = {https://doi.org/10.1109/ICSE55347.2025.00176},
publisher = {Association for Computing Machinery},
address = {Ottawa, Ontario, Canada},
month = {}}";Orig;New Method/Tool;"Many popular programming languages, including C#, Java, and Python, support exceptions. Exceptions are thrown during program execution if an unwanted event happens, e.g., a method is invoked with an illegal argument value. Software developers write exceptional behavior tests (EBTs) to check that their code detects unwanted events and throws appropriate exceptions. Prior research studies have shown the importance of EBTs, but those studies also highlighted that developers put most of their efforts on ""happy paths"", e.g., paths without unwanted events. To help developers fill the gap, we present the first framework, dubbed exLong, that automatically generates EBTs. exLong is a large language model instruction fine-tuned from CodeLlama and embeds reasoning about traces that lead to throw statements, conditional expressions that guard throw statements, and non-exceptional behavior tests that execute similar traces. We compare exLong with the state-of-the-art models for test generation (CAT-LM) and one of the strongest foundation models (GPT-4o), as well as with analysis-based tools for test generation (Randoop and EvoSuite). Our results show that exLong outperforms existing models and tools. Furthermore, we contributed several pull requests to open-source projects and 23 EBTs generated by exLong were already accepted.";Unit Test Generation;Pure Prompting;Fine-Tuning;Tool/Framework;Functional;Code/Procedure;CodeSearchNet;CodeLlama, GPT-family;XMatch, BLEU, CodeBLEU, EditSim, %Run, %/Nº Compile-Build, Test Coverage;exLong
P010;ChatUniTest- A Framework for LLM-Based Test Generation;2024.0;ChenFSE2024;C: FSE;Conference;"@InProceedings{ChenFSE2024,
author = {Chen, Yinghao and Hu, Zehao and Zhi, Chen and Han, Junxiao and Deng, Shuiguang and Yin, Jianwei},
booktitle = {Companion Proceedings of the 32nd ACM International Conference on the Foundations of Software Engineering},
series = {FSE '24},
title = {ChatUniTest: A Framework for LLM-Based Test Generation},
year = {2024},
volume = {},
ISSN = {},
pages = {572--576},
doi = {10.1145/3663529.3663801},
url = {https://doi.org/10.1145/3663529.3663801},
publisher = {Association for Computing Machinery},
address = {Porto de Galinhas, Brazil},
month = {}}";Orig;New Method/Tool;Unit testing is an essential yet frequently arduous task. Various automated unit test generation tools have been introduced to mitigate this challenge. Notably, methods based on large language models (LLMs) have garnered considerable attention and exhibited promising results in recent years. Nevertheless, LLM-based tools encounter limitations in generating accurate unit tests. This paper presents ChatUniTest, an LLM-based automated unit test generation framework. ChatUniTest incorporates an adaptive focal context mechanism to encompass valuable context in prompts and adheres to a generation-validation-repair mechanism to rectify errors in generated unit tests. Subsequently, we have developed ChatUniTest Core, a common library that implements core workflow, complemented by the ChatUniTest Toolchain, a suite of seamlessly integrated tools enhancing the capabilities of ChatUniTest. Our effectiveness evaluation reveals that ChatUniTest outperforms TestSpark and EvoSuite in half of the evaluated projects, achieving the highest overall line coverage. Furthermore, insights from our user study affirm that ChatUniTest delivers substantial value to various stakeholders in the software testing domain. ChatUniTest is available at https: //github.com/ZJU-ACES-ISE/ChatUniTest, and the demo video is available at https://www.youtube.com/watch?v=GmfxQUqm2ZQ.;Unit Test Generation;Pure Prompting;None;Tool/Framework;Functional;Code/Procedure;Apache-Commons;CodeLlama, GPT-family;Test Coverage;ChatUnitTest
P011;"CODAMOSA: Escaping Coverage Plateaus in Test
Generation with Pre-trained Large Language Models";2023.0;LemieuxICSE2023;C: ICSE;Conference;"@InProceedings{LemieuxICSE2023,
author = {Lemieux, Caroline and Inala, Jeevana Priya and Lahiri, Shuvendu K and Sen, Siddhartha},
booktitle = {Proceedings of the 2023 IEEE/ACM 45th International Conference on Software Engineering (ICSE)},
series = {ICSE '23},
title = {Codamosa: Escaping coverage plateaus in test generation with pre-trained large language models},
year = {2023},
volume = {},
ISSN = {},
pages = {919--931},
doi = {10.1109/ICSE48619.2023.00085},
url = {https://doi.org/10.1109/ICSE48619.2023.00085},
publisher = {IEEE Computer Society},
address = {Melbourne, Australia},
month = {}}";Orig;New Method/Tool;"Search-based software testing (SBST) generates
high-coverage test cases for programs under test with a combination of test case generation and mutation. SBST’s performance
relies on there being a reasonable probability of generating
test cases that exercise the core logic of the program under
test. Given such test cases, SBST can then explore the space
around them to exercise various parts of the program. This paper
explores whether Large Language Models (LLMs) of code, such
as OpenAI’s Codex, can be used to help SBST’s exploration.
Our proposed algorithm, CODAMOSA, conducts SBST until its
coverage improvements stall, then asks Codex to provide example
test cases for under-covered functions. These examples help
SBST redirect its search to more useful areas of the search
space. On an evaluation over 486 benchmarks, CODAMOSA
achieves statistically significantly higher coverage on many more
benchmarks (173 and 279) than it reduces coverage on (10 and
4), compared to SBST and LLM-only baselines.";Test Augmentation or Improvement;Hybrid Prompting;None;Tool/Framework;Functional;Code/Procedure;Pynguin, BugsInPy;OpenAI Codex;Test Coverage;
P012;Code-Aware Prompting- A Study of Coverage-Guided Test Generation in Regression Setting using LLM;2024.0;RyanFSE2024;J: Emp. Soft. Eng.;Journal;"@article{RyanFSE2024,
author = {Ryan, Gabriel and Jain, Siddhartha and Shang, Mingyue and Wang, Shiqi and Ma, Xiaofei and Ramanathan, Murali Krishna and Ray, Baishakhi},
journal = {Proceedings of the ACM on Software Engineering},
title = {Code-Aware Prompting: A Study of Coverage-Guided Test Generation in Regression Setting using LLM},
year = {2024},
volume = {1},
number = {4},
ISSN = {},
pages = {951--971},
doi = {10.1145/3643769},
url = {https://doi.org/10.1145/3643769},
publisher = {Association for Computing Machinery}}";Orig;New Method/Tool;Testing plays a pivotal role in ensuring software quality, yet conventional Search Based Software Testing (SBST) methods often struggle with complex software units, achieving suboptimal test coverage. Recent work using large language models (LLMs) for test generation have focused on improving generation quality through optimizing the test generation context and correcting errors in model outputs, but use fixed prompting strategies that prompt the model to generate tests without additional guidance. As a result LLM-generated testsuites still suffer from low coverage. In this paper, we present SymPrompt, a code-aware prompting strategy for LLMs in test generation. SymPrompt’s approach is based on recent work that demonstrates LLMs can solve more complex logical problems when prompted to reason about the problem in a multi-step fashion. We apply this methodology to test generation by deconstructing the testsuite generation process into a multi-stage sequence, each of which is driven by a specific prompt aligned with the execution paths of the method under test, and exposing relevant type and dependency focal context to the model. Our approach enables pretrained LLMs to generate more complete test cases without any additional training. We implement SymPrompt using the TreeSitter parsing framework and evaluate on a benchmark challenging methods from open source Python projects. SymPrompt enhances correct test generations by a factor of 5 and bolsters relative coverage by 26% for CodeGen2. Notably, whenapplied to GPT-4, SymPrompt improves coverage by over 2× compared to baseline prompting strategies;Unit Test Generation;Pure Prompting;None;Tool/Framework;Functional;Code/Procedure;BugsInPy, Pynguin;CodeGen-family, GPT-family;%/Nº Compile-Build, %/Nº Test Pass/Fail, Test Coverage;SymPrompt
P013;When AI-Generated Unit Tests Validate Bugs: The Risk of Faulty Assertions;2026.0;MathewsIEEESoftware2026;J: IEEE Software;Journal;"@article{MathewsIEEESoftware2026,
author = {Mathews, Noble Saji and Nagappan, Meiyappan},
journal = {IEEE Software},
title = {When AI-Generated Unit Tests Validate Bugs: The Risk of Faulty Assertions},
year = {2026},
volume = {43},
ISSN = {},
pages = {98--104},
doi = {10.1109/MS.2025.3597574},
url = {https://doi.org/10.1109/MS.2025.3597574},
publisher = {IEEE Computer Society}}";Orig;New Method/Tool;There is an increasing amount of research and commercial tools for automated test case generation using Large Language Models (LLMs). This paper critically examines whether recent LLM-based test generation tools, such as Codium CoverAgent and CoverUp, can effectively find bugs or unintentionally validate faulty code. Considering bugs are only exposed by failing test cases, we explore the question: can these tools truly achieve the intended objectives of software testing when their test oracles are designed to pass? Using real humanwritten buggy code as input, we evaluate these tools, showing how LLM-generated tests can fail to detect bugs and, more alarmingly, how their design can worsen the situation by validating bugs in the generated test suite and rejecting bug-revealing tests. These f indings raise important questions about the validity of the design behind LLM-based test generation tools and their impact on software quality and test suite reliability.;Reflections;Pure Prompting;None;;;Code/Procedure;Refactory;GPT-family;Other;
P014;"Generating Test Scenarios from NL Requirements
using Retrieval-Augmented LLMs: An Industrial Study";2024.0;AroraRE2024;C: RE;Conference;"@InProceedings{AroraRE2024,
author = {Arora, Chetan and Herda, Tomas and Homm, Verena},
booktitle = {Proceedings of the IEEE 32nd International Requirements Engineering Conference (RE)},
series = {RE '24},
title = {Training Large Language Models for System-Level Test Program Generation Targeting Non-functional Properties},
year = {2024},
volume = {},
ISSN = {},
pages = {240--251},
doi = {10.1109/re59067.2024.00031},
url = {https://doi.org/10.1109/re59067.2024.00031},
publisher = {Institute of Electrical and Electronics Engineers Inc.},
address = {Reykjavik, Iceland},
month = {}}";Orig;New Method/Tool;"Test scenarios are specific instances of test
cases that describe a sequence of actions to validate a
particular software functionality. By outlining the conditions
under which the software operates and the expected
outcomes, test scenarios ensure that the software
functionality is tested in an integrated manner. Test
scenarios are crucial for systematically testing an application
under various conditions, including edge cases,
to identify potential issues and guarantee overall performance
and reliability. Manually specifying test scenarios
is tedious and requires a deep understanding of software
functionality and the underlying domain. It further
demands substantial effort and investment from already
time- and budget-constrained requirements engineers
and testing teams. This paper presents an automated
approach (RAGTAG) for test scenario generation using
Retrieval-Augmented Generation (RAG) with Large
Language Models (LLMs). RAG allows the integration
of specific domain knowledge with LLMs’ generation
capabilities. We evaluate RAGTAG on two industrial
projects from Austrian Post with bilingual requirements
in German and English. Our results from an interview
survey conducted with four experts on five dimensions
– relevance, coverage, correctness, coherence and feasibility,
affirm the potential of RAGTAG in automating
test scenario generation. Specifically, our results indicate
that, despite the difficult task of analyzing bilingual
requirements, RAGTAG is able to produce scenarios that
are well-aligned with the underlying requirements and
provide coverage of different aspects of the intended
functionality. The generated scenarios are easily understandable
to experts and feasible for testing in the
project environment. The overall correctness is deemed
satisfactory; however, gaps in capturing exact action
sequences and domain nuances remain, underscoring
the need for domain expertise when applying LLMs.";High-Level Test Gen;Pure Prompting;None;Tool/Framework;Functional;Code/Procedure;Other;GPT-family;ROUGE, BLEU, METEOR;Approach not a tool
P015;Prompt engineering in LLMs for automated unit test generation: A large-scale study;2026.0;OuedraogoESE2026;J: Emp. Soft. Eng.;Journal;"@article{OuedraogoESE2026,
author = {Ouédraogo, Wendkûuni C. and Kaboré, Abdoul Kader and Li, Yinghua and Tian, Haoye and Koyuncu, Anil and Klein, Jacques and Lo, David and Bissyandé, Tegawendé F.},
journal = {Empirical Software Engineering},
title = {Prompt engineering in LLMs for automated unit test generation: A large-scale study},
year = {2026},
volume = {31},
ISSN = {1573-7616},
pages = {103},
doi = {10.1007/s10664-026-10840-4},
url = {https://doi.org/10.1007/s10664-026-10840-4},
publisher = {Springer Science and Business Media LLC}}";Orig;Evaluation;Unit testing, crucial for ensuring the reliability of code modules, such as classes and methods, is often overlooked by developers due to time constraints. Automated test generation techniques have emerged to address this, but they frequently lack readability and require significant developer intervention. Large Language Models (LLMs), such as GPT and Mistral, have shown promise in software engineering tasks, including test generation, but their overall effectiveness remains unclear. This study presents an extensive investigation of LLMs, evaluating the effectiveness of four models and five prompt engineering techniques for unit test generation. We analyze 216300 tests generated by the selected advanced instruct-tuned LLMs for 690 Java classes collected from diverse datasets. Our evaluation considers correctness, understandability, coverage, and test smell detection in the generated tests, comparing them to a widely used automated testing tool, EvoSuite. While LLMs demonstrate potential, improvements in test quality—particularly in reducing common test smells—are necessary. This study highlights the strengths and limitations of LLM-generated tests compared to traditional methods, paving the way for further research on LLMs in test automation.;Reflections;Pure Prompting;None;;;Code/Procedure;Defects4J, Custom, SF11;Mistral, GPT-family;MSR, CSR, %/Nº Compile-Build, %/Nº Test Pass/Fail, Test Coverage, Static Analysis Metrics, %/Nº Smells-Style;-
P016;Leveraging Large Language Models to Improve REST API Testing;2024.0;KimICSENIER2024;C: ICSE;Conference;"@InProceedings{KimICSENIER2024,
author = {Kim, Myeongsoo and Stennett, Tyler and Shah, Dhruv and Sinha, Saurabh and Orso, Alessandro},
booktitle = {Proceedings of the 2024 ACM/IEEE 44th International Conference on Software Engineering: New Ideas and Emerging Results},
series = {ICSE-NIER '24},
title = {Leveraging Large Language Models to Improve REST API Testing},
year = {2024},
volume = {},
ISSN = {},
pages = {37--41},
doi = {10.1145/3639476.3639769},
url = {https://doi.org/10.1145/3639476.3639769},
publisher = {IEEE Computer Society},
address = {Lisbon, Portugal},
month = {}}";Orig;New Method/Tool;Thewidespread adoption of REST APIs, coupled with their growing complexity and size, has led to the need for automated REST API testing tools. Current tools focus on the structured data in REST API specifications but often neglect valuable insights available in unstructured natural-language descriptions in the specifications, which leads to suboptimal test coverage. Recently, to address this gap, researchers have developed techniques that extract rules from these human-readable descriptions and query knowledge bases to derive meaningful input values. However, these techniques are limited in the types of rules they can extract and prone to produce inaccurate results. This paper presents RESTGPT, an innovative approach that leverages the power and intrinsic context-awareness of Large Language Models (LLMs) to improve REST API testing. RESTGPT takes as input an API specification, extracts machineinterpretable rules, and generates example parameter values from natural-language descriptions in the specification. It then augments the original specification with these rules and values. Our evaluations indicate that RESTGPT outperforms existing techniques in both rule extraction and value generation. Given these promising results, we outline future research directions for advancing REST API testing through LLMs.;Test Augmentation or Improvement;Pure Prompting;None;Tool/Framework;Functional;Data;NLP2REST;GPT-family;Other, ML-metrics;
